# Total counts:		500000	500000	500000
#
"cluster"	"supercluster"	"VGR"	"VVL"	"VCR"
46419	46316	0	2	0
46420	46317	0	0	2
46421	46318	2	0	0
46422	46319	2	0	0
46423	46320	0	0	2
46424	46321	2	0	0
46425	46322	0	2	0
46426	46323	0	0	2
46427	46324	0	0	2
46428	46325	0	2	0
46429	46326	0	2	0
46430	46327	0	2	0
46431	46328	0	2	0
46432	46329	0	2	0
46433	46330	0	2	0
46434	46331	2	0	0
46435	46332	0	1	1
46436	46333	2	0	0
46437	46334	0	2	0
46438	46335	0	0	2
46439	46336	0	2	0
46440	46337	2	0	0
46441	46338	0	2	0
46442	46339	0	0	2
46443	46340	0	2	0
46444	46341	0	2	0
46445	46342	0	0	2
46446	46343	2	0	0
46447	46344	0	2	0
46448	46345	0	1	1
46449	46346	0	2	0
46450	46347	0	2	0
46451	46348	0	0	2
46452	46349	0	0	2
46453	46350	2	0	0
46454	46351	1	0	1
46455	46352	0	0	2
46456	46353	1	1	0
46457	46354	0	2	0
46458	46355	2	0	0
46459	46356	0	0	2
46460	46357	0	0	2
46461	46358	0	0	2
46462	46359	2	0	0
46463	46360	0	2	0
46464	46361	0	0	2
46465	46362	2	0	0
46466	46363	0	2	0
46467	46364	2	0	0
46468	46365	0	0	2
46469	46366	2	0	0
46470	46367	0	2	0
46471	46368	0	2	0
46472	46369	0	2	0
46473	46370	0	2	0
46474	46371	0	1	1
46475	46372	0	2	0
46476	46373	0	2	0
46477	46374	2	0	0
46478	46375	2	0	0
46479	46376	0	2	0
46480	46377	0	2	0
46481	46378	2	0	0
46482	46379	2	0	0
46483	46380	0	0	2
46484	46381	0	2	0
46485	46382	0	1	1
46486	46383	0	2	0
46487	46384	2	0	0
46488	46385	0	1	1
46489	46386	0	2	0
46490	46387	0	2	0
46491	46388	0	0	2
46492	46389	0	1	1
46493	46390	0	0	2
46494	46391	0	1	1
46495	46392	0	0	2
46496	46393	0	2	0
46497	46394	0	2	0
46498	46395	0	2	0
46499	46396	2	0	0
46500	46397	0	0	2
46501	46398	2	0	0
46502	46399	2	0	0
46503	46400	2	0	0
46504	46401	2	0	0
46505	46402	0	2	0
46506	46403	2	0	0
46507	46404	0	2	0
46508	46405	0	2	0
46509	46406	0	0	2
46510	46407	2	0	0
46511	46408	0	2	0
46512	46409	0	2	0
46513	46410	0	0	2
46514	46411	0	0	2
46515	46412	0	1	1
46516	46413	2	0	0
46517	46414	0	2	0
46518	46415	2	0	0
46519	46416	2	0	0
46520	46417	2	0	0
46521	46418	0	2	0
46522	46419	0	2	0
46523	46420	0	0	2
46524	46421	0	2	0
46525	46422	0	0	2
46526	46423	0	0	2
46527	46424	0	1	1
46528	46425	2	0	0
46529	46426	0	2	0
46530	46427	0	0	2
46531	46428	0	2	0
46532	46429	2	0	0
46533	46430	2	0	0
46534	46431	0	2	0
46535	46432	2	0	0
46536	46433	0	2	0
46537	46434	0	0	2
46538	51638	2	0	0
46539	46436	2	0	0
46540	46437	0	2	0
46541	46438	2	0	0
46542	46439	2	0	0
46543	45797	0	0	2
46544	46440	0	2	0
46545	46441	2	0	0
46546	46442	2	0	0
46547	46443	0	2	0
46548	46444	2	0	0
46549	46445	0	2	0
46550	46446	2	0	0
46551	46447	2	0	0
46552	46448	0	2	0
46553	46449	0	2	0
46554	46450	0	0	2
46555	46451	0	2	0
46556	46452	0	2	0
46557	46453	0	2	0
46558	46454	2	0	0
46559	46455	2	0	0
46560	46456	0	2	0
46561	46457	0	2	0
46562	46458	0	0	2
46563	46459	0	0	2
46564	46460	0	2	0
46565	46461	0	2	0
46566	46462	2	0	0
46567	46463	0	2	0
46568	46464	2	0	0
46569	46465	0	2	0
46570	46466	0	2	0
46571	46467	0	2	0
46572	46468	0	0	2
46573	46469	2	0	0
46574	46470	0	1	1
46575	46471	2	0	0
46576	46472	2	0	0
46577	46473	0	1	1
46578	46474	0	2	0
46579	46475	0	0	2
46580	46476	0	1	1
46581	46477	2	0	0
46582	46478	0	0	2
46583	46479	0	0	2
46584	46480	0	0	2
46585	46481	0	2	0
46586	46482	0	2	0
46587	46483	0	0	2
46588	46484	0	0	2
46589	46485	0	2	0
46590	46486	0	2	0
46591	46487	2	0	0
46592	46488	0	2	0
46593	46489	2	0	0
46594	46490	0	2	0
46595	46491	0	2	0
46596	46492	2	0	0
46597	46493	0	2	0
46598	46494	0	2	0
46599	46495	0	0	2
46600	46496	0	2	0
46601	46497	0	0	2
46602	46498	0	2	0
46603	46499	0	2	0
46604	46500	0	0	2
46605	46501	0	2	0
46606	46502	0	0	2
46607	46503	0	0	2
46608	46504	0	2	0
46609	46505	0	2	0
46610	46506	0	0	2
46611	46507	0	2	0
46612	46508	0	2	0
46613	46509	0	2	0
46614	46510	0	2	0
46615	46511	0	2	0
46616	46512	2	0	0
46617	46513	0	2	0
46618	46514	0	1	1
46619	46515	0	2	0
46620	46516	0	2	0
46621	46517	0	1	1
46622	46518	0	2	0
46623	46519	0	2	0
46624	46520	2	0	0
46625	46521	2	0	0
46626	46522	2	0	0
46627	46523	0	0	2
46628	46524	0	1	1
46629	46525	2	0	0
46630	46526	0	0	2
46631	46527	0	0	2
46632	46528	2	0	0
46633	46529	0	2	0
46634	46530	2	0	0
46635	46531	0	2	0
46636	46532	0	2	0
46637	46533	0	1	1
46638	46534	0	0	2
46639	46535	0	0	2
46640	46536	0	0	2
46641	46538	0	0	2
46642	46539	1	1	0
46643	46540	2	0	0
46644	46541	2	0	0
46645	46542	0	2	0
46646	46543	0	0	2
46647	46544	0	2	0
46648	46545	0	0	2
46649	46546	1	1	0
46650	46547	0	0	2
46651	46548	0	2	0
46652	46549	0	2	0
46653	46550	0	2	0
46654	46551	2	0	0
46655	46552	0	2	0
46656	46553	0	0	2
46657	46554	0	1	1
46658	46555	2	0	0
46659	46556	0	2	0
46660	46557	0	2	0
46661	46558	0	2	0
46662	46559	0	0	2
46663	46560	0	2	0
46664	46561	0	0	2
46665	46562	0	0	2
46666	46563	0	2	0
46667	46564	0	0	2
46668	46565	2	0	0
46669	46566	0	0	2
46670	46567	0	2	0
46671	46568	0	0	2
46672	46569	0	0	2
46673	46570	2	0	0
46674	46571	0	2	0
46675	46572	0	2	0
46676	46573	0	1	1
46677	46574	0	1	1
46678	46575	0	0	2
46679	46576	0	2	0
46680	46577	2	0	0
46681	46578	2	0	0
46682	46579	0	0	2
46683	46580	0	2	0
46684	46581	0	2	0
46685	46582	0	0	2
46686	46583	0	1	1
46687	46584	2	0	0
46688	46585	0	2	0
46689	46586	0	2	0
46690	46587	0	2	0
46691	46588	0	2	0
46692	46589	0	1	1
46693	46590	0	0	2
46694	46591	0	0	2
46695	46592	0	0	2
46696	46593	2	0	0
46697	46594	0	2	0
46698	46595	0	0	2
46699	46596	2	0	0
46700	46597	0	0	2
46701	46598	0	2	0
46702	46599	2	0	0
46703	46600	2	0	0
46704	46601	2	0	0
46705	46602	2	0	0
46706	46603	0	0	2
46707	46604	0	0	2
46708	46605	0	2	0
46709	46606	0	2	0
46710	46607	2	0	0
46711	46608	0	2	0
46712	46609	0	0	2
46713	46610	0	0	2
46714	46611	2	0	0
46715	46612	0	2	0
46716	46613	0	1	1
46717	46614	0	0	2
46718	46615	0	2	0
46719	46616	0	0	2
46720	46617	2	0	0
46721	46618	0	2	0
46722	46619	0	0	2
46723	46620	0	2	0
46724	46621	0	0	2
46725	46622	0	2	0
46726	46623	0	0	2
46727	46624	0	2	0
46728	46625	0	0	2
46729	46626	0	2	0
46730	46627	0	2	0
46731	46628	0	2	0
46732	46629	0	1	1
46733	46630	2	0	0
46734	46631	0	2	0
46735	46632	0	0	2
46736	46633	0	0	2
46737	46634	0	0	2
46738	46635	0	0	2
46739	46636	0	2	0
46740	46637	0	2	0
46741	46638	0	0	2
46742	46639	0	0	2
46743	46640	0	0	2
46744	46641	0	0	2
46745	46642	0	2	0
46746	46643	0	0	2
46747	46644	0	2	0
46748	46645	0	1	1
46749	46646	0	0	2
46750	46647	0	0	2
46751	46648	0	2	0
46752	46649	0	2	0
46753	46650	2	0	0
46754	46651	0	0	2
46755	46652	2	0	0
46756	46653	0	2	0
46757	46654	0	2	0
46758	46655	0	0	2
46759	46656	2	0	0
46760	46657	0	0	2
46761	46658	2	0	0
46762	46659	2	0	0
46763	46660	0	2	0
46764	46661	2	0	0
46765	46662	0	2	0
46766	46663	2	0	0
46767	46664	0	0	2
46768	46665	0	2	0
46769	46666	0	0	2
46770	46667	0	2	0
46771	46668	0	0	2
46772	46669	2	0	0
46773	46670	0	2	0
46774	46671	0	0	2
46775	46672	0	0	2
46776	46673	0	2	0
46777	46674	0	2	0
46778	46675	0	0	2
46779	46676	2	0	0
46780	46677	0	2	0
46781	46678	0	0	2
46782	46679	0	2	0
46783	46680	0	1	1
46784	46681	0	0	2
46785	46682	0	0	2
46786	46683	0	2	0
46787	46684	0	0	2
46788	46685	2	0	0
46789	46686	0	2	0
46790	46687	2	0	0
46791	46688	2	0	0
46792	46689	0	2	0
46793	46690	2	0	0
46794	46691	0	1	1
46795	46692	0	2	0
46796	46693	0	2	0
46797	46694	0	2	0
46798	46695	0	0	2
46799	46696	0	2	0
46800	46697	0	2	0
46801	46698	0	0	2
46802	46699	0	0	2
46803	46700	2	0	0
46804	46701	2	0	0
46805	46702	0	0	2
46806	46703	2	0	0
46807	46704	0	2	0
46808	46705	0	2	0
46809	46706	2	0	0
46810	46707	2	0	0
46811	46708	2	0	0
46812	46709	0	2	0
46813	46710	0	2	0
46814	46711	0	2	0
46815	46712	0	2	0
46816	46713	0	2	0
46817	46714	0	0	2
46818	46715	0	2	0
46819	46716	2	0	0
46820	46717	2	0	0
46821	46718	0	2	0
46822	46719	0	2	0
46823	46720	0	2	0
46824	46721	0	2	0
46825	46722	0	2	0
46826	46723	0	0	2
46827	46724	0	0	2
46828	46725	0	2	0
46829	46726	0	0	2
46830	46727	0	1	1
46831	46728	0	0	2
46832	46729	0	0	2
46833	46730	0	1	1
46834	46731	2	0	0
46835	46732	0	2	0
46836	46733	0	0	2
46837	46734	2	0	0
46838	46735	0	2	0
46839	46736	2	0	0
46840	46737	2	0	0
46841	46738	0	2	0
46842	46739	2	0	0
46843	46740	2	0	0
46844	46741	0	0	2
46845	46742	2	0	0
46846	46743	0	2	0
46847	46744	0	0	2
46848	46745	0	2	0
46849	46746	0	2	0
46850	46747	0	1	1
46851	46748	0	2	0
46852	46749	0	0	2
46853	46750	2	0	0
46854	46751	0	0	2
46855	46752	2	0	0
46856	46753	0	2	0
46857	46754	0	2	0
46858	46755	0	2	0
46859	46756	0	0	2
46860	46757	2	0	0
46861	46758	0	2	0
46862	46759	2	0	0
46863	46760	0	0	2
46864	46761	0	2	0
46865	46762	0	0	2
46866	46763	0	0	2
46867	46764	0	2	0
46868	46765	0	2	0
46869	46766	0	2	0
46870	46767	0	2	0
46871	46768	0	2	0
46872	46769	2	0	0
46873	46770	1	0	1
46874	46771	0	0	2
46875	46772	0	2	0
46876	46773	0	2	0
46877	46774	0	0	2
46878	46775	0	0	2
46879	46776	0	2	0
46880	46777	0	0	2
46881	46778	0	0	2
46882	46779	0	0	2
46883	46780	0	2	0
46884	46781	0	2	0
46885	46782	2	0	0
46886	46783	0	2	0
46887	46784	0	0	2
46888	46785	0	0	2
46889	46786	0	2	0
46890	46787	0	2	0
46891	46788	2	0	0
46892	46789	0	0	2
46893	46790	0	2	0
46894	46791	0	0	2
46895	46792	0	0	2
46896	46793	0	2	0
46897	46794	0	2	0
46898	46795	2	0	0
46899	46796	0	1	1
46900	46797	2	0	0
46901	46798	0	2	0
46902	46799	0	2	0
46903	46800	0	2	0
46904	46801	0	0	2
46905	46802	2	0	0
46906	46803	0	0	2
46907	46804	2	0	0
46908	46805	0	2	0
46909	46806	0	2	0
46910	46807	0	2	0
46911	46808	0	2	0
46912	46809	0	2	0
46913	46810	0	2	0
46914	46811	0	2	0
46915	46812	0	2	0
46916	46813	2	0	0
46917	46814	0	0	2
46918	46815	0	1	1
46919	46816	0	0	2
46920	46817	0	2	0
46921	46818	0	0	2
46922	46819	0	2	0
46923	46820	0	1	1
46924	46821	0	0	2
46925	46822	0	1	1
46926	46823	2	0	0
46927	46824	2	0	0
46928	46825	2	0	0
46929	46826	0	2	0
46930	46827	0	2	0
46931	46828	2	0	0
46932	46829	2	0	0
46933	46830	0	0	2
46934	46831	2	0	0
46935	46832	0	2	0
46936	46833	2	0	0
46937	46834	0	1	1
46938	46835	2	0	0
46939	46836	2	0	0
46940	46837	0	2	0
46941	46838	0	0	2
46942	46839	0	2	0
46943	46840	0	0	2
46944	46841	0	0	2
46945	46842	0	0	2
46946	46843	2	0	0
46947	46844	0	2	0
46948	46845	0	2	0
46949	46846	0	0	2
46950	46847	2	0	0
46951	46848	0	0	2
46952	46849	0	2	0
46953	46850	0	2	0
46954	46851	2	0	0
46955	46852	0	0	2
46956	46853	1	1	0
46957	46854	0	2	0
46958	46855	0	1	1
46959	46856	0	1	1
46960	46857	0	1	1
46961	46858	0	0	2
46962	46859	0	2	0
46963	46860	0	0	2
46964	46861	0	0	2
46965	46862	0	2	0
46966	46863	0	2	0
46967	46864	0	1	1
46968	46865	2	0	0
46969	46866	0	0	2
46970	46867	0	2	0
46971	46868	0	2	0
46972	46869	0	0	2
46973	46870	2	0	0
46974	46871	0	2	0
46975	46872	0	2	0
46976	46873	0	2	0
46977	46874	0	2	0
46978	46875	0	2	0
46979	46876	0	2	0
46980	46877	0	0	2
46981	46878	0	2	0
46982	46879	2	0	0
46983	46880	0	2	0
46984	46881	2	0	0
46985	46882	0	2	0
46986	46883	0	2	0
46987	46884	0	2	0
46988	46885	2	0	0
46989	46886	2	0	0
46990	46887	0	2	0
46991	46888	0	2	0
46992	46889	0	0	2
46993	46890	2	0	0
46994	46891	0	2	0
46995	46892	0	2	0
46996	46893	0	2	0
46997	46894	0	0	2
46998	46895	2	0	0
46999	46896	0	2	0
47000	46897	0	2	0
47001	46898	0	0	2
47002	46899	2	0	0
47003	46900	0	2	0
47004	46901	0	2	0
47005	46902	2	0	0
47006	46903	0	0	2
47007	46904	0	0	2
47008	46905	2	0	0
47009	46906	0	2	0
47010	46907	2	0	0
47011	46908	2	0	0
47012	46909	0	0	2
47013	46910	2	0	0
47014	46911	0	2	0
47015	46912	0	1	1
47016	46913	0	2	0
47017	46914	0	2	0
47018	46915	0	0	2
47019	46916	0	2	0
47020	46917	0	0	2
47021	46918	0	2	0
47022	46919	0	0	2
47023	46920	0	1	1
47024	46921	0	0	2
47025	46922	2	0	0
47026	46923	0	2	0
47027	46924	0	1	1
47028	46925	0	2	0
47029	46926	0	2	0
47030	46927	0	1	1
47031	46928	2	0	0
47032	46929	0	0	2
47033	46930	0	0	2
47034	46931	0	0	2
47035	46932	2	0	0
47036	46933	0	2	0
47037	46934	0	0	2
47038	46935	0	2	0
47039	46936	1	1	0
47040	46937	0	0	2
47041	46938	2	0	0
47042	46939	0	0	2
47043	46940	0	0	2
47044	46941	0	1	1
47045	46942	0	0	2
47046	46943	0	2	0
47047	46944	2	0	0
47048	46945	0	2	0
47049	46946	2	0	0
47050	46947	0	0	2
47051	46948	2	0	0
47052	46949	0	2	0
47053	46950	0	2	0
47054	46951	2	0	0
47055	46952	2	0	0
47056	46953	2	0	0
47057	46954	0	2	0
47058	46955	2	0	0
47059	46956	0	2	0
47060	46957	0	0	2
47061	46958	0	2	0
47062	46959	0	2	0
47063	46960	0	0	2
47064	46961	0	1	1
47065	46962	2	0	0
47066	46963	0	2	0
47067	46964	0	2	0
47068	46965	0	2	0
47069	46966	0	2	0
47070	46967	1	0	1
47071	46968	0	1	1
47072	46969	0	1	1
47073	46970	0	0	2
47074	46971	2	0	0
47075	46972	0	0	2
47076	46973	0	2	0
47077	46974	0	0	2
47078	46975	2	0	0
47079	46976	0	2	0
47080	46977	0	0	2
47081	46978	2	0	0
47082	46979	0	0	2
47083	46980	0	2	0
47084	46981	2	0	0
47085	46982	0	2	0
47086	46983	0	0	2
47087	46984	2	0	0
47088	46985	2	0	0
47089	46986	2	0	0
47090	46988	0	2	0
47091	46989	0	1	1
47092	46990	0	2	0
47093	46991	0	2	0
47094	46992	2	0	0
47095	46993	0	0	2
47096	46994	0	0	2
47097	46995	0	0	2
47098	46996	0	2	0
47099	46997	0	0	2
47100	46998	2	0	0
47101	46999	0	0	2
47102	47000	0	2	0
47103	47001	0	2	0
47104	47002	0	2	0
47105	47003	0	0	2
47106	47004	0	0	2
47107	47005	2	0	0
47108	47006	0	0	2
47109	47007	0	0	2
47110	47008	2	0	0
47111	47009	0	2	0
47112	47010	0	0	2
47113	47011	2	0	0
47114	47012	0	1	1
47115	47013	0	0	2
47116	47014	0	2	0
47117	47015	0	2	0
47118	47016	0	2	0
47119	47017	0	2	0
47120	47018	0	2	0
47121	47019	0	0	2
47122	47020	2	0	0
47123	47021	0	2	0
47124	47022	0	2	0
47125	47023	2	0	0
47126	47024	2	0	0
47127	47025	0	2	0
47128	47026	0	0	2
47129	47027	0	2	0
47130	47028	2	0	0
47131	47029	0	2	0
47132	47030	0	2	0
47133	47031	0	0	2
47134	47032	0	0	2
47135	47033	0	2	0
47136	47034	0	2	0
47137	47035	0	2	0
47138	47036	0	2	0
47139	47037	0	2	0
47140	47038	0	2	0
47141	47039	0	1	1
47142	47040	0	0	2
47143	47041	0	0	2
47144	47042	2	0	0
47145	47043	0	0	2
47146	47044	2	0	0
47147	47045	0	2	0
47148	47046	0	0	2
47149	47047	0	2	0
47150	47048	0	0	2
47151	47049	0	0	2
47152	47050	0	0	2
47153	47051	0	1	1
47154	47052	0	2	0
47155	47053	0	0	2
47156	47054	2	0	0
47157	47055	0	2	0
47158	47056	0	2	0
47159	47057	0	0	2
47160	47058	0	0	2
47161	47059	0	2	0
47162	47060	0	2	0
47163	47061	2	0	0
47164	47062	0	0	2
47165	47063	0	0	2
47166	47064	2	0	0
47167	47065	0	0	2
47168	47066	2	0	0
47169	47067	2	0	0
47170	47068	0	2	0
47171	47069	2	0	0
47172	47070	0	0	2
47173	47071	1	1	0
47174	47072	2	0	0
47175	47073	0	2	0
47176	47074	0	2	0
47177	47075	0	2	0
47178	47076	0	2	0
47179	47077	2	0	0
47180	47078	0	0	2
47181	47079	1	0	1
47182	47080	0	2	0
47183	47081	2	0	0
47184	47082	2	0	0
47185	47083	2	0	0
47186	47084	0	0	2
47187	47085	2	0	0
47188	47086	0	0	2
47189	47087	0	0	2
47190	47088	0	2	0
47191	47089	0	2	0
47192	47090	0	2	0
47193	47091	0	2	0
47194	47092	0	1	1
47195	47093	2	0	0
47196	47094	0	2	0
47197	47095	0	0	2
47198	47096	0	0	2
47199	47097	0	2	0
47200	20625	0	0	2
47201	47098	0	0	2
47202	47099	2	0	0
47203	47100	0	0	2
47204	47101	0	2	0
47205	47102	2	0	0
47206	47103	1	0	1
47207	47104	0	1	1
47208	47105	0	2	0
47209	47106	0	0	2
47210	47107	2	0	0
47211	47108	0	0	2
47212	47109	0	2	0
47213	47110	0	0	2
47214	47111	2	0	0
47215	47112	0	0	2
47216	47113	0	1	1
47217	47114	0	2	0
47218	47115	2	0	0
47219	47116	0	2	0
47220	47117	0	0	2
47221	47118	0	2	0
47222	47119	0	2	0
47223	47120	2	0	0
47224	47121	2	0	0
47225	47122	0	1	1
47226	47123	0	2	0
47227	47124	0	2	0
47228	47125	0	2	0
47229	47126	0	0	2
47230	47127	0	2	0
47231	47128	0	2	0
47232	47129	0	0	2
47233	47130	0	2	0
47234	47131	0	2	0
47235	47132	0	2	0
47236	47133	2	0	0
47237	47134	0	0	2
47238	47135	0	2	0
47239	47136	0	2	0
47240	47137	0	0	2
47241	47138	2	0	0
47242	47139	0	0	2
47243	47140	0	2	0
47244	47141	0	2	0
47245	47142	0	2	0
47246	47143	0	2	0
47247	47144	0	2	0
47248	47145	0	0	2
47249	47146	0	0	2
47250	47147	2	0	0
47251	47148	2	0	0
47252	47149	0	0	2
47253	47150	0	1	1
47254	47151	0	1	1
47255	47152	0	0	2
47256	47153	0	0	2
47257	47154	2	0	0
47258	47155	2	0	0
47259	47156	2	0	0
47260	47157	2	0	0
47261	47158	2	0	0
47262	47159	0	2	0
47263	47160	0	0	2
47264	47161	2	0	0
47265	47162	2	0	0
47266	47163	0	2	0
47267	47164	0	0	2
47268	47165	0	0	2
47269	47166	2	0	0
47270	47167	2	0	0
47271	47168	0	2	0
47272	47169	0	0	2
47273	47170	0	2	0
47274	47171	0	2	0
47275	47172	0	0	2
47276	47173	0	0	2
47277	47174	0	1	1
47278	47175	0	0	2
47279	47176	2	0	0
47280	47177	2	0	0
47281	47178	0	2	0
47282	47179	0	2	0
47283	47180	0	1	1
47284	47181	0	2	0
47285	47182	0	0	2
47286	47183	0	2	0
47287	47184	0	2	0
47288	47185	0	2	0
47289	47186	0	0	2
47290	47187	2	0	0
47291	47188	0	2	0
47292	47189	0	2	0
47293	47190	2	0	0
47294	47191	2	0	0
47295	47192	2	0	0
47296	47193	0	2	0
47297	47194	0	0	2
47298	47195	0	2	0
47299	47196	0	0	2
47300	47197	0	2	0
47301	47198	0	2	0
47302	47199	0	2	0
47303	47200	0	2	0
47304	23516	0	0	2
47305	47201	0	0	2
47306	47202	2	0	0
47307	47203	0	2	0
47308	47204	0	0	2
47309	47205	2	0	0
47310	47206	2	0	0
47311	47207	0	0	2
47312	47208	2	0	0
47313	47209	0	0	2
47314	47210	0	0	2
47315	47211	2	0	0
47316	47212	0	0	2
47317	47213	0	2	0
47318	47214	0	2	0
47319	47215	0	2	0
47320	47216	0	2	0
47321	47217	0	1	1
47322	47218	0	2	0
47323	47219	0	0	2
47324	47220	0	0	2
47325	47221	0	0	2
47326	47222	0	2	0
47327	47223	0	2	0
47328	47224	2	0	0
47329	47225	0	2	0
47330	47226	2	0	0
47331	47227	0	2	0
47332	47228	0	2	0
47333	47229	0	2	0
47334	47230	0	0	2
47335	47231	0	0	2
47336	47232	2	0	0
47337	47233	2	0	0
47338	47234	0	2	0
47339	47235	0	2	0
47340	47236	2	0	0
47341	47237	0	0	2
47342	47238	0	2	0
47343	47239	0	0	2
47344	47240	2	0	0
47345	47241	0	0	2
47346	47242	0	0	2
47347	47243	0	2	0
47348	47244	2	0	0
47349	47245	0	2	0
47350	47246	0	2	0
47351	47248	0	2	0
47352	47249	0	2	0
47353	47250	0	0	2
47354	47251	0	2	0
47355	47252	0	2	0
47356	47253	0	2	0
47357	47254	0	0	2
47358	47255	1	0	1
47359	47256	0	0	2
47360	47257	0	2	0
47361	47258	0	2	0
47362	47259	0	2	0
47363	47260	0	2	0
47364	47261	0	2	0
47365	47262	2	0	0
47366	47263	2	0	0
47367	47264	0	2	0
47368	47265	0	2	0
47369	47266	0	2	0
47370	47267	0	2	0
47371	47268	2	0	0
47372	47269	0	2	0
47373	47270	0	2	0
47374	47271	0	2	0
47375	47272	2	0	0
47376	47273	0	2	0
47377	47274	2	0	0
47378	47275	0	0	2
47379	47276	0	2	0
47380	47277	0	0	2
47381	47278	1	1	0
47382	47279	1	0	1
47383	47280	0	0	2
47384	47281	0	2	0
47385	47282	0	2	0
47386	47283	0	2	0
47387	47284	2	0	0
47388	47285	2	0	0
47389	47286	0	0	2
47390	47287	0	2	0
47391	47288	0	0	2
47392	47289	0	0	2
47393	47290	1	0	1
47394	47291	2	0	0
47395	47292	0	0	2
47396	47293	0	0	2
47397	47294	2	0	0
47398	47295	2	0	0
47399	47296	0	0	2
47400	47297	0	2	0
47401	47298	2	0	0
47402	47299	2	0	0
47403	47300	0	2	0
47404	47301	0	2	0
47405	47302	0	0	2
47406	47303	2	0	0
47407	47304	0	2	0
47408	47305	0	0	2
47409	47306	2	0	0
47410	47307	2	0	0
47411	47308	0	0	2
47412	47309	0	0	2
47413	47310	2	0	0
47414	47311	2	0	0
47415	47312	0	0	2
47416	47313	0	0	2
47417	47314	0	0	2
47418	47315	0	0	2
47419	47316	0	2	0
47420	47317	0	2	0
47421	47318	2	0	0
47422	47319	2	0	0
47423	47320	2	0	0
47424	47321	0	2	0
47425	47322	0	0	2
47426	47323	0	0	2
47427	47324	0	2	0
47428	47325	2	0	0
47429	47326	0	0	2
47430	47327	0	0	2
47431	47328	2	0	0
47432	47329	0	1	1
47433	47330	0	2	0
47434	47331	0	0	2
47435	47332	0	2	0
47436	47333	0	2	0
47437	47334	0	0	2
47438	47335	0	0	2
47439	47336	0	2	0
47440	47337	2	0	0
47441	47338	2	0	0
47442	47339	0	2	0
47443	47340	2	0	0
47444	47341	0	2	0
47445	47342	0	0	2
47446	47343	0	2	0
47447	47344	0	0	2
47448	47345	2	0	0
47449	47346	0	2	0
47450	47347	0	0	2
47451	47348	0	2	0
47452	47349	0	0	2
47453	47350	2	0	0
47454	47351	0	2	0
47455	47352	2	0	0
47456	47353	0	2	0
47457	47354	0	2	0
47458	47355	0	0	2
47459	47356	0	0	2
47460	47357	0	2	0
47461	47358	0	2	0
47462	47359	0	2	0
47463	47360	0	0	2
47464	47361	2	0	0
47465	47362	2	0	0
47466	47363	0	2	0
47467	47364	2	0	0
47468	47365	2	0	0
47469	47366	0	2	0
47470	47367	0	2	0
47471	47368	0	2	0
47472	47369	2	0	0
47473	47370	0	2	0
47474	47371	0	2	0
47475	47372	2	0	0
47476	47373	2	0	0
47477	47374	2	0	0
47478	47375	0	0	2
47479	47376	2	0	0
47480	47377	2	0	0
47481	47378	0	2	0
47482	47379	0	1	1
47483	47380	0	2	0
47484	47381	2	0	0
47485	47382	0	2	0
47486	40129	0	2	0
47487	47383	0	2	0
47488	47384	0	2	0
47489	47385	0	0	2
47490	47386	2	0	0
47491	47387	0	0	2
47492	47388	0	1	1
47493	47389	0	2	0
47494	47390	0	2	0
47495	47391	0	1	1
47496	47392	0	0	2
47497	47393	0	0	2
47498	47394	0	2	0
47499	47395	0	2	0
47500	47396	0	2	0
47501	47397	0	0	2
47502	47398	0	2	0
47503	47399	0	0	2
47504	47400	0	2	0
47505	47401	2	0	0
47506	47402	0	2	0
47507	47403	0	2	0
47508	47404	1	1	0
47509	47405	2	0	0
47510	47406	0	0	2
47511	47407	0	2	0
47512	47408	0	2	0
47513	47409	2	0	0
47514	47410	0	2	0
47515	47411	0	0	2
47516	47412	0	0	2
47517	47413	2	0	0
47518	47414	0	2	0
47519	47415	0	0	2
47520	47416	0	0	2
47521	47417	0	2	0
47522	47418	0	2	0
47523	47419	0	2	0
47524	47420	0	0	2
47525	47421	0	0	2
47526	47422	0	2	0
47527	47423	0	2	0
47528	47424	0	2	0
47529	47425	0	2	0
47530	47426	0	0	2
47531	47427	0	0	2
47532	47428	2	0	0
47533	47429	0	2	0
47534	47430	0	1	1
47535	47431	0	2	0
47536	47432	0	0	2
47537	47433	2	0	0
47538	47434	2	0	0
47539	47435	0	2	0
47540	47436	0	2	0
47541	47437	0	2	0
47542	47438	0	2	0
47543	47439	2	0	0
47544	47440	0	0	2
47545	47441	0	0	2
47546	47442	2	0	0
47547	47443	0	0	2
47548	47444	1	1	0
47549	47445	0	0	2
47550	47446	2	0	0
47551	47447	2	0	0
47552	47448	0	2	0
47553	47449	0	2	0
47554	47450	0	0	2
47555	47451	0	0	2
47556	47452	2	0	0
47557	47453	0	0	2
47558	47454	0	2	0
47559	47455	0	2	0
47560	47456	2	0	0
47561	47457	0	2	0
47562	47458	0	0	2
47563	47459	0	2	0
47564	47460	0	2	0
47565	47461	0	0	2
47566	47462	0	0	2
47567	47463	0	1	1
47568	47464	0	2	0
47569	47465	0	2	0
47570	47466	0	2	0
47571	47467	0	2	0
47572	47468	0	0	2
47573	47469	1	0	1
47574	47470	0	0	2
47575	47471	0	2	0
47576	47472	0	1	1
47577	47473	2	0	0
47578	47474	0	0	2
47579	47475	0	2	0
47580	47476	0	0	2
